"word","count"
"noun_2349",2
"noun_235",34
"noun_2350",2
"noun_2351",2
"noun_2352",6
"noun_2353",1
"noun_2354",3
"noun_2355",1
"noun_2356",1
"noun_2357",2
"noun_2358",1
"noun_2359",75
"noun_236",1
"noun_2360",3
"noun_2361",2
"noun_2362",12
"noun_2363",1
"noun_2364",23
"noun_2365",16
"noun_2366",8
"noun_2367",1
"noun_2368",1
"noun_2369",6
"noun_237",2
"noun_2370",1
"noun_2372",3
"noun_2373",1
"noun_2374",3
"noun_2375",46
"noun_2376",3
"noun_2377",9
"noun_2378",1
"noun_2379",9
"noun_238",1
"noun_2380",1
"noun_2382",1
"noun_2383",1
"noun_2384",307
"noun_2385",10
"noun_2386",1
"noun_2387",16
"noun_2388",3
"noun_2389",1
"noun_239",1
"noun_2390",4
"noun_2391",1
"noun_2392",1
"noun_2394",16
"noun_2395",3
"noun_2396",1
"noun_2398",1
"noun_2399",6
"noun_24",1
"noun_240",1
"noun_2401",13
"noun_2402",8
"noun_2403",162
"noun_2404",2
"noun_2405",1
"noun_2406",2
"noun_2407",11
"noun_2408",23
"noun_2409",1
"noun_241",88
"noun_2410",1
"noun_2411",9
"noun_2412",2
"noun_2413",3
"noun_2414",1
"noun_2415",31
"noun_2416",82
"noun_2417",24
"noun_2418",21
"noun_2419",24
"noun_242",32
"noun_2420",1
"noun_2421",7
"noun_2422",1
"noun_2423",1
"noun_2424",61
"noun_2425",6
"noun_2426",3
"noun_2427",1
"noun_2428",1
"noun_2429",4
"noun_243",59
"noun_2430",2
"noun_2431",1
"noun_2432",2
"noun_2433",2
"noun_2434",1
"noun_2435",1
"noun_2436",3
"noun_2437",2
"noun_2438",1
"noun_2439",68
"noun_244",1195
"noun_2440",2
"noun_2441",12
"noun_2442",1
"noun_2443",1
"noun_2444",12
"noun_2445",2
"noun_2446",1
"noun_2447",24
"noun_2448",9
"noun_2449",1
"noun_245",3
"noun_2450",4
"noun_2452",1
"noun_2453",1
"noun_2454",21
"noun_2455",1
"noun_2457",1
"noun_2458",1
"noun_2459",20
"noun_246",1
"noun_2460",4
"noun_2461",10
"noun_2462",4
"noun_2463",1
"noun_2464",2
"noun_2465",4
"noun_2466",1
"noun_2467",1
"noun_2468",1
"noun_2469",2
"noun_2470",86
"noun_2471",1
"noun_2472",1
"noun_2473",17
"noun_2474",1
"noun_2475",55
"noun_2476",1
"noun_2477",22
"noun_2478",2
"noun_2479",1
"noun_248",1
"noun_2480",1
"noun_2481",1
"noun_2482",1
"noun_2483",1
"noun_2484",8
"noun_2485",50
"noun_2486",105
"noun_2487",1
"noun_2488",8
"noun_2489",2
"noun_249",1
"noun_2490",1
"noun_2491",5
"noun_2492",1
"noun_2493",3
"noun_2494",7
"noun_2495",1
"noun_2496",2041
"noun_2497",2
"noun_2498",2
"noun_2499",2
"noun_25",2
"noun_250",1
"noun_2500",1
"noun_2502",2
"noun_2503",47
"noun_2504",1
"noun_2505",6
"noun_2506",1
"noun_2507",3
"noun_2508",6
"noun_2509",1
"noun_251",6
"noun_2510",39
"noun_2511",2
"noun_2512",18
"noun_2513",29
"noun_2514",27
"noun_2515",5
"noun_2516",2
"noun_2517",6
"noun_2518",20
"noun_2519",16
"noun_252",1
"noun_2520",1
